الفعل,المسار,الاسم,المتحكّم,الوسطاء,التصنيف,ملاحظة
GET,/stepup,stepup.show,"Web\StepUpController@show","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/stepup,stepup.verify,"Web\StepUpController@verify","web · auth · throttle:10,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/stockmv/{id}/act,stockmv.act,"Web\StockController@act","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/supplier-scores,supplierscores,"Web\PurchaseController@scores","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/support,support,"Web\SupportController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/system-map,system-map,"Web\SystemMapController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/system/trace/{rid},system.trace,"Web\SystemTraceController@show","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/team,team,"Web\TeamController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/trace/{module}/{id},trace,"Web\TraceController@show","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/up,—,Closure,—,"بلا حارس","مسارُ صحّةٍ افتراضيٌّ من Laravel (health: /up) — بلا أيِّ وسيطٍ إطلاقاً (A05-01)"
POST,/uploads/chunk,upload.chunk,"Web\UploadChunkController@chunk","web · auth · throttle:900,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/uploads/finish,upload.finish,"Web\UploadChunkController@finish","web · auth · throttle:120,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/verify,sign.verify,"Web\EsignController@verify",web,"عامٌّ مقصود","التحقّقُ من أصالةِ نسخةٍ بيدك — RateLimiter داخليٌّ (10/د لكلِّ IP)"
GET,/verify/{code}/doc,sign.verify.doc,"Web\EsignController@verifyDoc","web · throttle:20,1","عامٌّ مقصود","فتحُ الوثيقةِ الموقّعةِ بمسحِ QR المطبوعِ عليها · خانق 20/د"
POST,/views,views.store,"Web\PrefController@storeView","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
DELETE,/views/{id},views.destroy,"Web\PrefController@destroyView","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/views/{id}/default,views.default,"Web\PrefController@defaultView","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/w/digital/tech,tech.workspace,"Web\TechWorkspaceController@index","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/w/{key},workspace,"Web\WorkspaceController@show","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/workday/check-in,workday.in,"Web\WorkdayController@checkIn","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/workday/check-out,workday.out,"Web\WorkdayController@checkOut","web · auth · throttle:30,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/workforce,workforce.team,"Web\WorkdayController@team","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
GET,/workforce/overview,workforce.overview,"Web\WorkforceController@overview","web · auth · throttle:60,1",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/{module}/{id}/ack,acks.ack,"Web\PolicyController@ack","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
POST,/{module}/{id}/announce,acks.announce,"Web\PolicyController@announce","web · auth",محروس,"جلسةُ ويبٍ + PortalGuard + SessionSentry + التخويلُ في المتحكّم"
